class x string	slot x string	description: 0..1 (recommended)	from_schema: 0..1 x uri	range: 0..1 x element	multivalued: 0..1 x boolean	domain: 0..1 x class_definition	mixins: 0..* x definition	is_a: 0..1 x definition	required: 0..1 x boolean	comments: 0..*	aliases: 0..* x string	see_also: 0..* x uriorcurie	in_subset: 0..* x subset_definition	slot_uri: 0..1 x uriorcurie	todos: 0..* x string	examples: 0..* x example	id_prefixes: 0..* x ncname	source: 0..1 x uriorcurie	broad_mappings: 0..* x uriorcurie	inlined_as_list: 0..1 x boolean	exact_mappings: 0..* x uriorcurie
	soil_texture_meth	Reference or method used in determining soil texture	https://microbiomedata/schema/mixs	string	False			core field			soil texture method	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000336				http://w3id.org/mixs/terms			
	soil_type	Description of the soil type or classification. This field accepts terms under soil (http://purl.obolibrary.org/obo/ENVO_00001998).  Multiple terms can be separated by pipes.	https://microbiomedata/schema/mixs	text value	False			attribute			soil type	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000332		plinthosol [ENVO:00002250]		http://w3id.org/mixs/terms			
	soil_type_meth	Reference or method used in determining soil series name or other lower-level classification	https://microbiomedata/schema/mixs	text value	False			attribute			soil type method	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000334				http://w3id.org/mixs/terms			
	soluble_iron_micromol		https://microbiomedata/schema	string																	
	source_mat_id	A unique identifier assigned to a material sample (as defined by http://rs.tdwg.org/dwc/terms/materialSampleID, and as opposed to a particular digital record of a material sample) used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples. The INSDC qualifiers /specimen_voucher, /bio_material, or /culture_collection may or may not share the same value as the source_mat_id field. For instance, the /specimen_voucher qualifier and source_mat_id may both contain 'UAM:Herps:14' , referring to both the specimen voucher and sampled tissue with the same identifier. However, the /culture_collection qualifier may refer to a value from an initial culture (e.g. ATCC:11775) while source_mat_id would refer to an identifier from some derived culture from which the nucleic acids were extracted (e.g. xatc123 or ark:/2154/R2).	https://microbiomedata/schema/mixs	text value	False			attribute			source material identifiers	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000026		MPI012345		http://w3id.org/mixs/terms			
	specific_ecosystem	Specific ecosystems represent specific features of the environment like aphotic zone in an ocean or gastric mucosa within a host digestive system. Specific ecosystem is in position 5/5 in a GOLD path.	https://microbiomedata/schema					gold_path_field		Specific ecosystems help to define samples based on very specific characteristics of an environment under the five-level classification system.		https://gold.jgi.doe.gov/help									
	start_date_inc	Date the incubation was started. Only relevant for incubation samples.	https://microbiomedata/schema/mixs_inspired							Date should be formatted as YYYY(-MM(-DD)). Ie, 2021-04-15, 2021-04 and 2021 are all acceptable.		MIxS:collection_date				2021-04-15, 2021-04 and 2021 are all acceptable.					
	start_time_inc	Time the incubation was started. Only relevant for incubation samples.	https://microbiomedata/schema/mixs_inspired							Time should be entered as HH:MM(:SS) in GMT. See here for a converter: https://www.worldtimebuddy.com/pst-to-gmt-converter		MIxS:collection_date				13:33 or 13:33:55					
	store_cond	Explain how and for how long the soil sample was stored before DNA extraction (fresh/frozen/other).	https://microbiomedata/schema/mixs	text value	False			attribute			storage conditions	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000327		-20 degree Celsius freezer;P2Y10D		http://w3id.org/mixs/terms			
	subsurface_depth		https://microbiomedata/schema	quantity value																	
	subsurface_depth2		https://microbiomedata/schema	quantity value																	
	sulfate	Concentration of sulfate in the sample	https://microbiomedata/schema/mixs	quantity value	False			attribute			sulfate	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000423		5 micromole per liter		http://w3id.org/mixs/terms			
	sulfide	Concentration of sulfide in the sample	https://microbiomedata/schema/mixs	quantity value	False			attribute			sulfide	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000424		2 micromole per liter		http://w3id.org/mixs/terms			
	technical_reps	If sending multiple technical replicates of the same sample, indicate how many replicates are being sent	https://microbiomedata/schema/emsl																		
	temp	Temperature of the sample at the time of sampling.	https://microbiomedata/schema/mixs	quantity value	False			attribute			temperature	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000113		25 degree Celsius		http://w3id.org/mixs/terms			
	texture	The relative proportion of different grain sizes of mineral particles in a soil, as described using a standard system; express as % sand (50 um to 2 mm), silt (2 um to 50 um), and clay (<2 um) with textural name (e.g., silty clay loam) optional.	https://microbiomedata/schema/mixs	quantity value	False			attribute			texture	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000335				http://w3id.org/mixs/terms			
	texture_meth	Reference or method used in determining soil texture.	https://microbiomedata/schema/mixs	text value	False			attribute			texture method	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000336				http://w3id.org/mixs/terms			
	tidal_stage	Stage of tide	https://microbiomedata/schema/mixs	text value	False			attribute			tidal stage	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000750		high tide		http://w3id.org/mixs/terms			
	tillage	Note method(s) used for tilling	https://microbiomedata/schema/mixs	text value	False			attribute			history/tillage	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0001081		chisel		http://w3id.org/mixs/terms			
	title	A name given to the entity that differs from the name/label programmatically assigned to it. For example, when extracting study information for GOLD, the GOLD system has assigned a name/label. However, for display purposes, we may also wish the capture the title of the proposal that was used to fund the study.	https://microbiomedata/schema/basic_slots	string	False																dcterms:title
	tot_carb	Total carbon content	https://microbiomedata/schema/mixs	quantity value	False			attribute			total carbon	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000525				http://w3id.org/mixs/terms			
	tot_depth_water_col	Measurement of total depth of water column	https://microbiomedata/schema/mixs	quantity value	False			attribute			total depth of water column	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000634		500 meter		http://w3id.org/mixs/terms			
	tot_diss_nitro	Total dissolved nitrogen concentration, reported as nitrogen, measured by: total dissolved nitrogen = NH4 + NO3NO2 + dissolved organic nitrogen	https://microbiomedata/schema/mixs	quantity value	False			attribute			total dissolved nitrogen	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000744		40 microgram per liter		http://w3id.org/mixs/terms			
	tot_nitro_cont_meth	Reference or method used in determining the total nitrogen	https://microbiomedata/schema/mixs	string	False			core field			total nitrogen content method	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000338				http://w3id.org/mixs/terms			
	tot_nitro_content	Total nitrogen content of the sample	https://microbiomedata/schema/mixs	quantity value	False			attribute			total nitrogen content	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000530				http://w3id.org/mixs/terms			
	tot_org_c_meth	Reference or method used in determining total organic carbon	https://microbiomedata/schema/mixs	text value	False			attribute			total organic carbon method	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000337				http://w3id.org/mixs/terms			
	tot_org_carb	Definition for soil: total organic carbon content of the soil, definition otherwise: total organic carbon content	https://microbiomedata/schema/mixs	quantity value	False			attribute			total organic carbon	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000533				http://w3id.org/mixs/terms			
	tot_phosp	Total phosphorus concentration in the sample, calculated by: total phosphorus = total dissolved phosphorus + particulate phosphorus	https://microbiomedata/schema/mixs	quantity value	False			attribute			total phosphorus	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000117		0.03 milligram per liter		http://w3id.org/mixs/terms			
	type	An optional string that specifies the type object.  This is used to allow for searches for different kinds of objects.	https://microbiomedata/schema/basic_slots	string												nmdc:Biosample|nmdc:Study					
	water_cont_soil_meth	Reference or method used in determining the water content of soil	https://microbiomedata/schema/mixs	string	False			core field			water content method	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000323				http://w3id.org/mixs/terms			
	water_content	Water content measurement	https://microbiomedata/schema/mixs	quantity value	False			attribute			water content	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000185				http://w3id.org/mixs/terms			
	watering_regm	Information about treatment involving an exposure to watering frequencies, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple regimens	https://microbiomedata/schema/mixs	quantity value	False			attribute			watering regimen	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		MIXS:0000591		1 liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M		http://w3id.org/mixs/terms			
	websites	A list of websites that are associated with the entity.	https://microbiomedata/schema/core	string	True																
study	websites																				
	zinc	Concentration of zinc in the sample	https://microbiomedata/schema/bioscales	quantity value	False			attribute			zinc					2.5 mg/kg					
